"Time","max","p95","p90","min","mean"
2024-08-09 03:21:34,1.49 s,1.44 s,1.36 s,1.05 s,1.17 s
2024-08-09 03:21:35,1.50 s,1.08 s,1.07 s,659 ms,942 ms
2024-08-09 03:21:36,1.26 s,1.24 s,1.21 s,976 ms,1.14 s
2024-08-09 03:21:37,1.05 s,1.00 s,996 ms,376 ms,709 ms
2024-08-09 03:21:38,542 ms,502 ms,400 ms,304 ms,368 ms
2024-08-09 03:21:39,834 ms,687 ms,656 ms,450 ms,592 ms
2024-08-09 03:21:40,1.27 s,1.26 s,1.26 s,708 ms,1.00 s
2024-08-09 03:21:41,1.28 s,1.27 s,1.26 s,41.7 ms,761 ms
2024-08-09 03:21:42,439 ms,425 ms,419 ms,18.7 ms,185 ms
2024-08-09 03:21:43,731 ms,707 ms,701 ms,412 ms,561 ms
2024-08-09 03:21:44,681 ms,632 ms,607 ms,276 ms,469 ms
2024-08-09 03:21:45,487 ms,407 ms,370 ms,123 ms,278 ms
2024-08-09 03:21:46,599 ms,571 ms,544 ms,153 ms,295 ms
2024-08-09 03:21:47,729 ms,722 ms,716 ms,613 ms,675 ms
2024-08-09 03:21:48,732 ms,715 ms,697 ms,264 ms,493 ms
2024-08-09 03:21:49,326 ms,297 ms,276 ms,101 ms,203 ms
2024-08-09 03:21:50,873 ms,862 ms,752 ms,225 ms,585 ms
2024-08-09 03:21:51,1.32 s,1.04 s,1.02 s,781 ms,960 ms
2024-08-09 03:21:52,791 ms,647 ms,551 ms,208 ms,427 ms
2024-08-09 03:21:53,579 ms,560 ms,552 ms,204 ms,310 ms
2024-08-09 03:21:54,777 ms,772 ms,743 ms,404 ms,553 ms
2024-08-09 03:21:55,796 ms,784 ms,774 ms,391 ms,574 ms
2024-08-09 03:21:56,734 ms,709 ms,638 ms,328 ms,456 ms
2024-08-09 03:21:57,778 ms,764 ms,757 ms,509 ms,638 ms
2024-08-09 03:21:58,581 ms,556 ms,545 ms,330 ms,465 ms
2024-08-09 03:21:59,579 ms,543 ms,539 ms,343 ms,467 ms
2024-08-09 03:22:00,661 ms,635 ms,597 ms,354 ms,483 ms
2024-08-09 03:22:01,688 ms,673 ms,663 ms,342 ms,491 ms
2024-08-09 03:22:02,462 ms,446 ms,438 ms,276 ms,360 ms
2024-08-09 03:22:03,834 ms,729 ms,688 ms,449 ms,594 ms
2024-08-09 03:22:04,1.18 s,1.00 s,968 ms,845 ms,941 ms
2024-08-09 03:22:05,1.58 s,1.56 s,1.53 s,1.14 s,1.44 s
2024-08-09 03:22:06,1.32 s,1.31 s,1.31 s,972 ms,1.24 s
2024-08-09 03:22:07,989 ms,806 ms,776 ms,338 ms,598 ms
2024-08-09 03:22:08,967 ms,947 ms,944 ms,590 ms,858 ms
2024-08-09 03:22:09,1.30 s,1.26 s,1.25 s,782 ms,988 ms
2024-08-09 03:22:10,1.19 s,1.14 s,1.12 s,890 ms,1.06 s
2024-08-09 03:22:11,1.09 s,1.09 s,1.08 s,467 ms,831 ms
2024-08-09 03:22:12,686 ms,671 ms,657 ms,298 ms,470 ms
2024-08-09 03:22:13,824 ms,817 ms,798 ms,362 ms,549 ms
2024-08-09 03:22:14,969 ms,939 ms,935 ms,802 ms,888 ms
2024-08-09 03:22:15,984 ms,966 ms,960 ms,453 ms,683 ms
2024-08-09 03:22:16,608 ms,598 ms,595 ms,414 ms,504 ms
2024-08-09 03:22:17,1.02 s,1000 ms,986 ms,602 ms,816 ms
2024-08-09 03:22:18,846 ms,829 ms,823 ms,685 ms,788 ms
